"Rank","WSIT","Overall","Team","Pos","Bye","Best","Worst","Avg","Std Dev","ADP","vs. ADP"
"316","","Tampa Bay (TB)","","DST28","5","293","396","308.0","14.6","326.0","+10.0"
"317","","Indianapolis (IND)","","DST29","9","204","363","312.8","55.9","",""
"318","","Atlanta (ATL)","","DST30","8","215","379","316.0","32.7","225.0","-93.0"
"319","","Gerald Everett","LAR","TE39","12","283","314","300.5","13.0","333.0","+14.0"
"320","","Brandon Marshall","FA","WR112","","208","305","256.5","48.5","253.0","-67.0"
"321","","Robert Turbin","IND","RB82","9","252","331","286.7","33.0","372.0","+51.0"
"322","","John Kelly","LAR","RB83","12","277","299","288.7","9.0","245.0","-77.0"
"323","","Randy Bullock","CIN","K25","9","285","378","313.0","37.7","",""
"324","","Lamar Jackson","BAL","QB35","10","299","354","314.8","20.0","249.0","-75.0"
"325","","C.J. Prosise","SEA","RB84","7","277","305","292.7","11.7","278.0","-47.0"
"326","","Samaje Perine","WAS","RB85","4","290","297","293.7","2.9","223.0","-103.0"
"327","","Ameer Abdullah","DET","RB86","6","273","310","294.0","15.5","273.0","-54.0"
"328","","Mark Walton","CIN","RB87","9","242","347","307.3","40.0","383.0","+55.0"
"329","","Ian Thomas","CAR","TE40","4","275","320","294.7","18.8","",""
"330","","Devonta Freeman","ATL ","RB88","8","202","202","202.0","0.0","19.0","-311.0"
"331","","Brandon LaFell","OAK","WR113","7","266","286","276.0","10.0","374.0","+43.0"
"332","","Rex Burkhead","NE ","RB89","11","207","207","207.0","0.0","66.0","-266.0"
"333","","Maurice Harris","WAS","WR114","4","208","208","208.0","0.0","",""
"334","","Josh Hill","NO","TE41","6","276","278","277.0","1.0","484.0","+150.0"
"335","","Austin Carr","NO","WR115","6","279","285","282.0","3.0","",""
"336","","Steven Hauschka","BUF","K26","11","298","328","316.5","11.9","280.0","-56.0"
"337","","Jarius Wright","CAR","WR116","4","270","309","289.5","19.5","",""
"338","","Damien Williams","KC","RB90","12","301","356","321.0","22.6","",""
"339","","Kevin White","CHI","WR117","5","237","237","237.0","0.0","292.0","-47.0"
"340","","Kalen Ballage","MIA","RB91","11","289","336","310.0","19.5","230.0","-110.0"
"341","","San Francisco (SF)","","DST31","11","306","372","330.2","23.3","323.0","-18.0"
"342","","Phil Dawson","ARI","K27","9","282","306","294.0","12.0","294.0","-48.0"
"343","","Oakland (OAK)","","DST32","7","305","343","325.8","13.1","376.0","+33.0"
"344","","Terrance Williams","DAL ","WR118","8","286","311","298.5","12.5","233.0","-111.0"
"345","","Aldrick Rosas","NYG","K28","9","291","341","322.3","19.3","360.0","+15.0"
"346","","Niles Paul","JAC ","TE42","9","253","253","253.0","0.0","457.0","+111.0"
"347","","Michael Roberts","DET","TE43","6","292","394","331.0","45.0","384.0","+37.0"
"348","","Garrett Celek","SF","TE44","11","291","329","315.7","17.5","350.0","+2.0"
"349","","Cody Kessler","JAC","QB36","9","293","310","301.5","8.5","",""
"350","","Virgil Green","LAC","TE45","8","293","365","323.0","30.6","315.0","-35.0"
"351","","Dez Bryant","FA","WR119","","261","261","261.0","0.0","174.0","-177.0"
"352","","Sebastian Janikowski","SEA","K29","7","295","332","318.0","16.4","307.0","-45.0"
"353","","Sam Ficken","FA","K30","","288","324","306.0","18.0","",""
"354","","Tyler Higbee","LAR","TE46","12","291","353","321.7","25.3","378.0","+24.0"
"355","","Nick O'Leary","MIA","TE47","11","278","278","278.0","0.0","480.0","+125.0"
"356","","Jaylen Samuels","PIT","TE48","7","322","328","324.3","2.6","296.0","-60.0"
"357","","Luke Stocker","TEN","TE49","8","289","289","289.0","0.0","",""
"358","","Daniel Carlson","OAK","K31","7","292","292","292.0","0.0","207.0","-151.0"
"359","","Kendall Wright","FA","WR120","","294","294","294.0","0.0","403.0","+44.0"
"360","","Mike Gillislee","FA","RB92","","297","297","297.0","0.0","289.0","-71.0"
"361","","Tyrod Taylor","CLE","QB37","11","323","366","338.8","16.8","195.0","-166.0"
"362","","Derek Anderson","BUF","QB38","11","300","300","300.0","0.0","",""
"363","","Mike Wallace","PHI ","WR121","9","309","339","324.0","15.0","212.0","-151.0"
"364","","Robert Kelley","WAS ","RB93","4","319","329","324.0","5.0","218.0","-146.0"
"365","","Chad Kelly","FA","QB39","","303","303","303.0","0.0","",""
"366","","Josh McCown","NYJ","QB40","11","313","336","324.5","11.5","364.0","-2.0"
"367","","Greg Joseph","CLE","K32","11","304","304","304.0","0.0","",""
"368","","Roc Thomas","MIN","RB94","10","317","376","342.3","24.8","445.0","+77.0"
"369","","Javon Wims","CHI","WR122","5","306","306","306.0","0.0","431.0","+62.0"
"370","","J.J. Nelson","ARI","WR123","9","306","367","336.5","30.5","324.0","-46.0"
"371","","Shelton Gibson","PHI","WR124","9","309","309","309.0","0.0","426.0","+55.0"
"372","","Sam Bradford","ARI","QB41","9","330","344","334.7","6.6","255.0","-117.0"
"373","","DaeSean Hamilton","DEN","WR125","10","314","314","314.0","0.0","429.0","+56.0"
"374","","Dan Arnold","NO","WR126","6","315","315","315.0","0.0","",""
"375","","Jordan Akins","HOU","TE50","10","315","391","353.0","38.0","382.0","+7.0"
"376","","Maxx Williams","BAL","TE51","10","316","316","316.0","0.0","",""
"377","","Justin Jackson","LAC","RB95","8","316","346","331.0","15.0","",""
"378","","Nick Boyle","BAL","TE52","10","316","352","334.0","18.0","462.0","+84.0"
"379","","Erik Swoope","IND","TE53","9","317","317","317.0","0.0","",""
"380","","T.J. Logan","ARI","RB96","9","317","317","317.0","0.0","",""
"381","","Rico Gathers","DAL","TE54","8","319","358","338.5","19.5","330.0","-51.0"
"382","","Ryan Switzer","PIT","WR127","7","320","320","320.0","0.0","277.0","-105.0"
"383","","Taysom Hill","NO","QB42","6","320","320","320.0","0.0","",""
"384","","Austin Seferian-Jenkins","JAC ","TE55","9","321","321","321.0","0.0","173.0","-211.0"
"385","","David Grinnage","JAC","TE56","9","323","323","323.0","0.0","",""
"386","","J.D. McKissic","SEA ","RB97","7","325","325","325.0","0.0","359.0","-27.0"
"387","","Jason Sanders","MIA","K33","11","325","325","325.0","0.0","454.0","+67.0"
"388","","Mike Boone","MIN","RB98","10","330","341","335.5","5.5","419.0","+31.0"
"389","","A.J. Derby","MIA","TE57","11","325","395","360.0","35.0","474.0","+85.0"
"390","","Blaine Gabbert","TEN","QB43","8","326","326","326.0","0.0","485.0","+95.0"
"391","","Tyler Kroft","CIN","TE58","9","326","348","337.0","11.0","329.0","-62.0"
"392","","Chris Moore","BAL","WR128","10","329","329","329.0","0.0","463.0","+71.0"
"393","","Jonathan Stewart","NYG ","RB99","9","333","344","338.5","5.5","247.0","-146.0"
"394","","Adam Shaheen","CHI ","TE59","5","331","381","356.0","25.0","328.0","-66.0"
"395","","Jacob Hollister","NE","TE60","11","333","333","333.0","0.0","443.0","+48.0"
"396","","Nick Foles","PHI","QB44","9","335","397","359.0","27.2","266.0","-130.0"
"397","","Shane Vereen","NO ","RB100","6","337","337","337.0","0.0","349.0","-48.0"
"398","","Marcedes Lewis","GB","TE61","7","338","338","338.0","0.0","411.0","+13.0"
"399","","Carlos Henderson","FA","WR129","","345","345","345.0","0.0","",""
"400","","Cameron Artis-Payne","CAR","RB101","4","349","349","349.0","0.0","342.0","-58.0"
"401","","Benny Cunningham","CHI","RB102","5","350","350","350.0","0.0","475.0","+74.0"
"402","","Paul Perkins","NYG","RB103","9","351","351","351.0","0.0","",""
"403","","De'Angelo Henderson","NYJ","RB104","11","355","355","355.0","0.0","",""
"404","","Nathan Peterman","BUF","QB45","11","357","357","357.0","0.0","421.0","+17.0"
"405","","Pharoh Cooper","LAR ","WR130","12","361","361","361.0","0.0","261.0","-144.0"
"406","","Mack Hollins","PHI ","WR131","9","364","364","364.0","0.0","440.0","+34.0"
"407","","De'Anthony Thomas","KC ","WR132","12","368","368","368.0","0.0","477.0","+70.0"
"408","","Corey Coleman","NYG","WR133","9","369","369","369.0","0.0","267.0","-141.0"
"409","","Lance Kendricks","GB","TE62","7","370","370","370.0","0.0","472.0","+63.0"
"410","","Marcell Ateman","OAK","WR134","7","371","371","371.0","0.0","",""
"411","","Auden Tate","CIN","WR135","9","373","373","373.0","0.0","",""
"412","","Eric Tomlinson","NYJ","TE63","11","374","374","374.0","0.0","",""
"413","","Jordan Lasley","BAL","WR136","10","375","375","375.0","0.0","",""
"414","","J'Mon Moore","GB","WR137","7","377","377","377.0","0.0","316.0","-98.0"
"415","","Blake Jarwin","DAL","TE64","8","380","380","380.0","0.0","337.0","-78.0"
"416","","ArDarius Stewart","NYJ ","WR138","11","382","382","382.0","0.0","",""
"417","","Richie James","SF","WR139","11","383","383","383.0","0.0","449.0","+32.0"
"418","","Andre Holmes","BUF","WR140","11","384","384","384.0","0.0","",""
"419","","Demarcus Robinson","KC","WR141","12","386","386","386.0","0.0","466.0","+47.0"
"420","","Dalton Schultz","DAL","TE65","8","387","387","387.0","0.0","",""
"421","","Dwayne Allen","NE","TE66","11","388","388","388.0","0.0","371.0","-50.0"
"422","","Jake Kumerow","GB ","WR142","7","389","389","389.0","0.0","319.0","-103.0"
"423","","Jordan Leggett","NYJ","TE67","11","390","390","390.0","0.0","388.0","-35.0"
"424","","Levine Toilolo","DET","TE68","6","392","392","392.0","0.0","",""
"425","","Jermaine Gresham","ARI","TE69","9","393","393","393.0","0.0","464.0","+39.0"
"426","","Seth DeValve","CLE","TE70","11","398","398","398.0","0.0","469.0","+43.0"
"427","","Jay Cutler","FA","QB46","","399","399","399.0","0.0","",""
""
""
