"Rank","WSIT","Overall","Team","Pos","Bye","Best","Worst","Avg","Std Dev","ADP","vs. ADP"
"313","","Dustin Hopkins","WAS","K25","4","247","307","300.6","6.7","272.0","-41.0"
"314","","Steven Hauschka","BUF","K26","11","291","318","300.6","6.8","258.0","-56.0"
"315","","Robert Turbin","IND","RB84","9","263","328","291.8","26.5","394.0","+79.0"
"316","","Brandon Marshall","FA","WR111","","219","261","240.0","21.0","255.0","-61.0"
"317","","Mark Walton","CIN","RB85","9","233","350","305.6","33.5","355.0","+38.0"
"318","","Phil Dawson","ARI","K27","9","285","317","305.8","6.3","273.0","-45.0"
"319","","Ameer Abdullah","DET","RB86","6","281","310","296.0","11.0","270.0","-49.0"
"320","","New York (NYG)","","DST25","9","254","333","306.8","14.5","298.0","-22.0"
"321","","Aldrick Rosas","NYG","K28","9","288","319","306.8","7.7","333.0","+12.0"
"322","","Kendrick Bourne","SF","WR112","11","237","263","250.0","13.0","",""
"323","","Kalen Ballage","MIA","RB87","11","271","334","299.0","25.1","244.0","-79.0"
"324","","Sebastian Janikowski","SEA","K29","7","282","314","299.0","12.1","278.0","-46.0"
"325","","Detroit (DET)","","DST26","6","274","332","310.0","12.5","241.0","-84.0"
"326","","Jonnu Smith","TEN","TE37","8","285","324","304.0","13.8","365.0","+39.0"
"327","","C.J. Prosise","SEA","RB88","7","283","329","307.3","16.6","297.0","-30.0"
"328","","Atlanta (ATL)","","DST27","8","214","388","323.6","32.8","220.0","-108.0"
"329","","Kevin White","CHI","WR113","5","258","277","267.5","9.5","290.0","-39.0"
"330","","Kansas City (KC)","","DST28","12","200","335","315.8","13.8","224.0","-106.0"
"331","","Ryan Griffin","HOU","TE38","10","275","348","316.2","26.8","293.0","-38.0"
"332","","Tampa Bay (TB)","","DST29","5","293","397","316.4","12.5","317.0","-15.0"
"333","","Devonta Freeman","ATL ","RB89","8","193","193","193.0","0.0","17.0","-316.0"
"334","","Nathan Peterman","BUF","QB36","11","255","331","296.7","31.5","342.0","+8.0"
"335","","Josh McCown","NYJ","QB37","11","285","313","296.7","11.9","308.0","-27.0"
"336","","Rex Burkhead","NE ","RB90","11","202","202","202.0","0.0","69.0","-267.0"
"337","","Brandon LaFell","OAK","WR114","7","264","287","275.5","11.5","375.0","+38.0"
"338","","Maurice Harris","WAS","WR115","4","212","212","212.0","0.0","",""
"339","","Tyler Higbee","LAR","TE39","12","251","355","305.0","42.6","352.0","+13.0"
"340","","Cody Kessler","JAC","QB38","9","277","286","281.5","4.5","",""
"341","","Mike Boone","MIN","RB91","10","280","331","315.3","20.5","",""
"342","","Gerald Everett","LAR","TE40","12","294","336","315.8","15.0","346.0","+4.0"
"343","","Jason Sanders","MIA","K30","11","295","316","305.3","8.6","409.0","+66.0"
"344","","Tyrod Taylor","CLE","QB39","11","302","315","308.0","5.4","213.0","-131.0"
"345","","Josh Hill","NO","TE41","6","290","401","327.7","51.9","",""
"346","","Daniel Carlson","OAK","K31","7","289","299","294.0","5.0","207.0","-139.0"
"347","","Austin Carr","NO","WR116","6","287","306","296.5","9.5","",""
"348","","Kapri Bibbs","WAS","RB92","4","279","315","297.0","18.0","398.0","+50.0"
"349","","San Francisco (SF)","","DST30","11","312","383","334.6","25.4","306.0","-43.0"
"350","","Sam Ficken","FA","K32","","283","312","297.5","14.5","",""
"351","","Kai Forbath","FA","K33","","291","305","298.0","7.0","285.0","-66.0"
"352","","Benny Cunningham","CHI","RB93","5","271","400","332.0","52.9","",""
"353","","Niles Paul","JAC ","TE42","9","250","250","250.0","0.0","",""
"354","","Terrance Williams","DAL ","WR117","8","280","321","300.5","20.5","264.0","-90.0"
"355","","Nick Mullens","SF","QB40","11","254","254","254.0","0.0","",""
"356","","Greg Joseph","CLE","K34","11","292","345","317.3","21.7","",""
"357","","Oakland (OAK)","","DST31","7","311","347","329.8","13.4","302.0","-55.0"
"358","","Indianapolis (IND)","","DST32","9","208","373","334.8","23.1","",""
"359","","Ian Thomas","CAR","TE43","4","299","308","303.5","4.5","",""
"360","","Damien Williams","KC","RB94","12","308","399","339.5","35.2","",""
"361","","Jarius Wright","CAR","WR118","4","265","265","265.0","0.0","",""
"362","","Mike Gillislee","FA","RB95","","267","267","267.0","0.0","312.0","-50.0"
"363","","Nick Foles","PHI","QB41","9","313","328","321.3","6.2","266.0","-97.0"
"364","","Roc Thomas","MIN","RB96","10","311","356","330.5","17.0","",""
"365","","Dez Bryant","FA","WR119","","271","271","271.0","0.0","214.0","-151.0"
"366","","Michael Roberts","DET","TE44","6","304","392","337.3","39.0","",""
"367","","Andre Holmes","BUF","WR120","11","278","278","278.0","0.0","",""
"368","","Jonathan Stewart","NYG ","RB97","9","302","338","325.7","16.7","267.0","-101.0"
"369","","Garrett Celek","SF","TE45","11","300","349","326.0","20.1","299.0","-70.0"
"370","","Chad Kelly","FA","QB42","","283","283","283.0","0.0","",""
"371","","Sam Bradford","ARI","QB43","9","306","325","315.5","9.5","242.0","-129.0"
"372","","Justin Jackson","LAC","RB98","8","317","341","326.3","10.5","402.0","+30.0"
"373","","Robert Kelley","WAS ","RB99","4","309","323","316.0","7.0","203.0","-170.0"
"374","","Derek Anderson","BUF","QB44","11","288","288","288.0","0.0","",""
"375","","Virgil Green","LAC","TE46","8","318","363","333.7","20.8","303.0","-72.0"
"376","","Nick O'Leary","MIA","TE47","11","293","293","293.0","0.0","",""
"377","","J.J. Nelson","ARI","WR121","9","293","369","331.0","38.0","340.0","-37.0"
"378","","Taysom Hill","NO","QB45","6","296","296","296.0","0.0","",""
"379","","Mike Wallace","PHI ","WR122","9","304","342","323.0","19.0","253.0","-126.0"
"380","","Cairo Santos","FA","K35","","300","300","300.0","0.0","327.0","-53.0"
"381","","Luke Stocker","TEN","TE48","8","302","302","302.0","0.0","",""
"382","","Giorgio Tavecchio","ATL","K36","8","305","305","305.0","0.0","",""
"383","","Kendall Wright","FA","WR123","","309","309","309.0","0.0","384.0","+1.0"
"384","","De'Angelo Henderson","NYJ","RB100","11","309","396","352.5","43.5","390.0","+6.0"
"385","","Boston Scott","FA","RB101","","311","311","311.0","0.0","334.0","-51.0"
"386","","Orleans Darkwa","FA","RB102","","312","312","312.0","0.0","363.0","-23.0"
"387","","Jaylen Samuels","PIT","TE49","7","325","344","336.3","8.2","296.0","-91.0"
"388","","Nick Boyle","BAL","TE50","10","314","358","336.0","22.0","",""
"389","","Dan Arnold","NO","WR124","6","319","319","319.0","0.0","",""
"390","","Jordan Akins","HOU","TE51","10","320","380","350.0","30.0","361.0","-29.0"
"391","","Eddy Pineiro","OAK ","K37","7","321","321","321.0","0.0","",""
"392","","Maxx Williams","BAL","TE52","10","322","322","322.0","0.0","",""
"393","","T.J. Logan","ARI","RB103","9","322","322","322.0","0.0","",""
"394","","Rico Gathers","DAL","TE53","8","323","360","341.5","18.5","338.0","-56.0"
"395","","Austin Seferian-Jenkins","JAC ","TE54","9","326","326","326.0","0.0","190.0","-205.0"
"396","","Jay Cutler","FA","QB46","","327","327","327.0","0.0","",""
"397","","A.J. Derby","MIA","TE55","11","327","393","360.0","33.0","",""
"398","","Tyler Kroft","CIN","TE56","9","328","353","340.5","12.5","368.0","-30.0"
"399","","Jacoby Brissett","IND","QB47","9","330","330","330.0","0.0","416.0","+17.0"
"400","","J.D. McKissic","SEA ","RB104","7","330","330","330.0","0.0","335.0","-65.0"
"401","","Adam Shaheen","CHI ","TE57","5","330","378","354.0","24.0","345.0","-56.0"
"402","","Shelton Gibson","PHI","WR125","9","332","332","332.0","0.0","",""
"403","","Javon Wims","CHI","WR126","5","336","336","336.0","0.0","380.0","-23.0"
"404","","DaeSean Hamilton","DEN","WR127","10","339","339","339.0","0.0","408.0","+4.0"
"405","","Ryan Switzer","PIT","WR128","7","347","347","347.0","0.0","",""
"406","","Marcedes Lewis","GB","TE58","7","351","351","351.0","0.0","373.0","-33.0"
"407","","Jacob Hollister","NE","TE59","11","352","352","352.0","0.0","",""
"408","","Chris Moore","BAL","WR129","10","354","354","354.0","0.0","",""
"409","","Cameron Artis-Payne","CAR","RB105","4","359","359","359.0","0.0","348.0","-61.0"
"410","","Carlos Henderson","FA","WR130","","365","365","365.0","0.0","",""
"411","","Lance Kendricks","GB","TE60","7","366","366","366.0","0.0","",""
"412","","Mack Hollins","PHI ","WR131","9","368","368","368.0","0.0","",""
"413","","Corey Coleman","NYG","WR132","9","370","370","370.0","0.0","292.0","-121.0"
"414","","Pharoh Cooper","LAR ","WR133","12","372","372","372.0","0.0","321.0","-93.0"
"415","","Eric Tomlinson","NYJ","TE61","11","374","374","374.0","0.0","395.0","-20.0"
"416","","Auden Tate","CIN","WR134","9","375","375","375.0","0.0","",""
"417","","Paul Perkins","NYG","RB106","9","376","376","376.0","0.0","",""
"418","","Blake Jarwin","DAL","TE62","8","377","377","377.0","0.0","301.0","-117.0"
"419","","Dwayne Allen","NE","TE63","11","379","379","379.0","0.0","",""
"420","","De'Anthony Thomas","KC ","WR135","12","381","381","381.0","0.0","",""
"421","","Jordan Lasley","BAL","WR136","10","382","382","382.0","0.0","",""
"422","","Marcell Ateman","OAK","WR137","7","384","384","384.0","0.0","",""
"423","","Jake Kumerow","GB ","WR138","7","385","385","385.0","0.0","379.0","-44.0"
"424","","Jordan Leggett","NYJ","TE64","11","386","386","386.0","0.0","",""
"425","","Dalton Schultz","DAL","TE65","8","387","387","387.0","0.0","",""
"426","","Levine Toilolo","DET","TE66","6","389","389","389.0","0.0","",""
"427","","Shane Vereen","NO ","RB107","6","390","390","390.0","0.0","387.0","-40.0"
"428","","Jermaine Gresham","ARI","TE67","9","391","391","391.0","0.0","",""
"429","","Seth DeValve","CLE","TE68","11","394","394","394.0","0.0","419.0","-10.0"
"430","","Demetrius Harris","KC","TE69","12","395","395","395.0","0.0","",""
"431","","Logan Thomas","BUF","TE70","11","398","398","398.0","0.0","",""
""
""
